NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",34704,"Endovascular repair of infrarenal aorta and/or iliac artery(ies) by deployment of an aorto-uni-iliac endograft including pre-procedure sizing and device selection, all nonselective catheterization(s), all associated radiological supervision and interpretation, all endograft extension(s) placed in the aorta from the level of the renal arteries to the iliac bifurcation, and all angioplasty/stenting performed from the level of the renal arteries to the iliac bifurcation; for rupture including temporary aortic and/or iliac balloon occlusion, when performed (eg, for aneurysm, pseudoaneurysm, dissection, penetrating ulcer, traumatic disruption)",73.21465998
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",34705,"Endovascular repair of infrarenal aorta and/or iliac artery(ies) by deployment of an aorto-bi-iliac endograft including pre-procedure sizing and device selection, all nonselective catheterization(s), all associated radiological supervision and interpretation, all endograft extension(s) placed in the aorta from the level of the renal arteries to the iliac bifurcation, and all angioplasty/stenting performed from the level of the renal arteries to the iliac bifurcation; for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, penetrating ulcer)",72.68260962
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",34703,"Endovascular repair of infrarenal aorta and/or iliac artery(ies) by deployment of an aorto-uni-iliac endograft including pre-procedure sizing and device selection, all nonselective catheterization(s), all associated radiological supervision and interpretation, all endograft extension(s) placed in the aorta from the level of the renal arteries to the iliac bifurcation, and all angioplasty/stenting performed from the level of the renal arteries to the iliac bifurcation; for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, penetrating ulcer)",72.55936246
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",0254T,"Endovascular repair of iliac artery bifurcation (eg, aneurysm, pseudoaneurysm, arteriovenous malformation, trauma, dissection) using bifurcated endograft from the common iliac artery into both the external and internal iliac artery, including all selective and/or nonselective catheterization(s) required for device placement and all associated radiological supervision and interpretation, unilateral",72.52908371
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",34709,"Placement of extension prosthesis(es) distal to the common iliac artery(ies) or proximal to the renal artery(ies) for endovascular repair of infrarenal abdominal aortic or iliac aneurysm, false aneurysm, dissection, penetrating ulcer, including pre-procedure sizing and device selection, all nonselective catheterization(s), all associated radiological supervision and interpretation, and treatment zone angioplasty/stenting, when performed, per vessel treated (List separately in addition to code for primary procedure)",61.36395457
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",0255T,"Endovascular repair of iliac artery bifurcation (eg, aneurysm, pseudoaneurysm, arteriovenous malformation, trauma) using bifurcated endoprosthesis from the common iliac artery into both the external and internal iliac artery, unilateral; radiological supervision and interpretation",60.62867353
34718,"Endovascular repair of iliac artery, not associated with placement of an aorto-iliac artery endograft at the same session, by deployment of an iliac branched endograft, including pre-procedure sizing and device selection, all ipsilateral selective iliac artery catheterization(s), all associated radiological supervision and interpretation, and all endograft extension(s) proximally to the aortic bifurcation and distally in the internal iliac, external iliac, and common femoral artery(ies), and treatment zone angioplasty/stenting, when performed, for other than rupture (eg, for aneurysm, pseudoaneurysm, dissection, arteriovenous malformation, penetrating ulcer), unilateral",34702,"Endovascular repair of infrarenal aorta by deployment of an aorto-aortic tube endograft including pre-procedure sizing and device selection, all nonselective catheterization(s), all associated radiological supervision and interpretation, all endograft extension(s) placed in the aorta from the level of the renal arteries to the aortic bifurcation, and all angioplasty/stenting performed from the level of the renal arteries to the aortic bifurcation; for rupture including temporary aortic and/or iliac balloon occlusion, when performed (eg, for aneurysm, pseudoaneurysm, dissection, penetrating ulcer, traumatic disruption)",56.67787583
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",35721,"Exploration (not followed by surgical repair), with or without lysis of artery; femoral artery",48.97599128
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",35701,"Exploration (not followed by surgical repair), with or without lysis of artery; carotid artery",48.73711767
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",35741,"Exploration (not followed by surgical repair), with or without lysis of artery; popliteal artery",47.9446757
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",35523,"Bypass graft, with vein; brachial-ulnar or -radial",47.23298855
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",35761,"Exploration (not followed by surgical repair), with or without lysis of artery; other vessels",45.68463682
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",35522,"Bypass graft, with vein; axillary-brachial",35.80243869
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",93511,"Left heart catheterization, retrograde, from the brachial artery, axillary artery or femoral artery; by cutdown",35.59674647
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",24495,"Decompression fasciotomy, forearm, with brachial artery exploration",35.38820786
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",93510,"Left heart catheterization, retrograde, from the brachial artery, axillary artery or femoral artery; percutaneous",34.97536
35702,"Exploration not followed by surgical repair, artery; upper extremity (eg, axillary, brachial, radial, ulnar)",34111,"Embolectomy or thrombectomy, with or without catheter; radial or ulnar artery, by arm incision",33.0564934
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35721,"Exploration (not followed by surgical repair), with or without lysis of artery; femoral artery",55.06161931
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35558,"Bypass graft, with vein; femoral-femoral",49.00450015
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35700,"Reoperation, femoral-popliteal or femoral (popliteal)-anterior tibial, posterior tibial, peroneal artery, or other distal vessels, more than 1 month after original operation (List separately in addition to code for primary procedure)",48.48620053
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35661,"Bypass graft, with other than vein; femoral-femoral",45.82611833
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35533,"Bypass graft, with vein; axillary-femoral-femoral",44.462725
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35741,"Exploration (not followed by surgical repair), with or without lysis of artery; popliteal artery",44.10218554
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35666,"Bypass graft, with other than vein; femoral-anterior tibial, posterior tibial, or peroneal artery",43.98568578
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35585,"In-situ vein bypass; femoral-anterior tibial, posterior tibial, or peroneal artery",43.85097049
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35654,"Bypass graft, with other than vein; axillary-femoral-femoral",42.04799085
35703,"Exploration not followed by surgical repair, artery; lower extremity (eg, common femoral, deep femoral, superficial femoral, popliteal, tibial, peroneal)",35556,"Bypass graft, with vein; femoral-popliteal",41.72369641
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46946,"Hemorrhoidectomy, internal, by ligation other than rubber band; 2 or more hemorrhoid columns/groups",60.17003794
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46260,"Hemorrhoidectomy, internal and external, 2 or more columns/groups",59.77092523
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46250,"Hemorrhoidectomy, external, 2 or more columns/groups",56.59985579
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46262,"Hemorrhoidectomy, internal and external, 2 or more columns/groups; with fistulectomy, including fissurectomy, when performed",55.36250457
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46261,"Hemorrhoidectomy, internal and external, 2 or more columns/groups; with fissurectomy",53.82106261
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",0249T,"Ligation, hemorrhoidal vascular bundle(s), including ultrasound guidance",37.85426269
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46945,"Hemorrhoidectomy, internal, by ligation other than rubber band; single hemorrhoid column/group",34.56905459
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46258,"Hemorrhoidectomy, internal and external, single column/group; with fistulectomy, including fissurectomy, when performed",28.71434506
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",46221,"Hemorrhoidectomy, internal, by rubber band ligation(s)",27.61032739
46948,"Hemorrhoidectomy, internal, by transanal hemorrhoidal dearterialization, 2 or more hemorrhoid columns/groups, including ultrasound guidance, with mucopexy, when performed",59897,"Unlisted fetal invasive procedure, including ultrasound guidance, when performed",26.74829591
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",L2580,"ADDITION TO LOWER EXTREMITY, PELVIC CONTROL, PELVIC SLING",35.46377101
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",57410,Pelvic examination under anesthesia (other than local),35.20678965
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",47362,Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing,34.01959512
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",20662,"Application of halo, including removal; pelvic",27.19233287
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",47361,"Management of liver hemorrhage; exploration of hepatic wound, extensive debridement, coagulation and/or suture, with or without packing of liver",26.35893608
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",L2192,"ADDITION TO LOWER EXTREMITY FRACTURE ORTHOSIS, HIP JOINT, PELVIC BAND, THIGH FLANGE, AND PELVIC BELT",26.22572863
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",30901,"Control nasal hemorrhage, anterior, simple (limited cautery and/or packing) any method",26.0372144
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",30903,"Control nasal hemorrhage, anterior, complex (extensive cautery and/or packing) any method",25.61779045
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",35860,"Exploration for postoperative hemorrhage, thrombosis or infection; extremity",23.58297598
49013,"Preperitoneal pelvic packing for hemorrhage associated with pelvic trauma, including local exploration",38571,"Laparoscopy, surgical; with bilateral total pelvic lymphadenectomy",23.45755179
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",47362,Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing,50.40821385
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",20662,"Application of halo, including removal; pelvic",38.42992444
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",L2580,"ADDITION TO LOWER EXTREMITY, PELVIC CONTROL, PELVIC SLING",36.83821353
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",12021,Treatment of superficial wound dehiscence; with packing,33.42181612
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",60502,Parathyroidectomy or exploration of parathyroid(s); re-exploration,30.98816395
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",47361,"Management of liver hemorrhage; exploration of hepatic wound, extensive debridement, coagulation and/or suture, with or without packing of liver",29.30824194
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",57010,Colpotomy; with drainage of pelvic abscess,27.25268216
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",L2192,"ADDITION TO LOWER EXTREMITY FRACTURE ORTHOSIS, HIP JOINT, PELVIC BAND, THIGH FLANGE, AND PELVIC BELT",27.24213934
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",45000,Transrectal drainage of pelvic abscess,26.27338454
49014,"Re-exploration of pelvic wound with removal of preperitoneal pelvic packing, including repacking, when performed",20103,Exploration of penetrating wound (separate procedure); extremity,25.91040502
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",62270,"Spinal puncture, lumbar, diagnostic",73.64002213
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",635,Anesthesia for procedures in lumbar region; diagnostic or therapeutic lumbar puncture,46.2555992
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",64493,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; single level",31.16449993
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",64483,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, single level",30.94233613
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",62272,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter)",30.02500822
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",76496,"Unlisted fluoroscopic procedure (eg, diagnostic, interventional)",29.48823633
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",64494,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; second level (List separately in addition to code for primary procedure)",28.77275886
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",0275T,"Percutaneous laminotomy/laminectomy (interlaminar approach) for decompression of neural elements, (with or without ligamentous resection, discectomy, facetectomy and/or foraminotomy), any method, under indirect image guidance (eg, fluoroscopic, CT), single or multiple levels, unilateral or bilateral; lumbar",28.60194848
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",31640,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with excision of tumor",28.55720801
62328,"Spinal puncture, lumbar, diagnostic; with fluoroscopic or CT guidance",31622,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; diagnostic, with cell washing, when performed (separate procedure)",28.4333551
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",62272,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter)",86.20604277
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",77003,Fluoroscopic guidance and localization of needle or catheter tip for spine or paraspinous diagnostic or therapeutic injection procedures (epidural or subarachnoid) (List separately in addition to code for primary procedure),35.44044428
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",C1729,"CATHETER, DRAINAGE",34.24122977
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",62270,"Spinal puncture, lumbar, diagnostic",32.67472303
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",62256,Removal of complete cerebrospinal fluid shunt system; without replacement,30.12141335
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",84157,"Protein, total, except by refractometry; other source (eg, synovial fluid, cerebrospinal fluid)",30.02951613
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",77001,"Fluoroscopic guidance for central venous access device placement, replacement (catheter only or complete), or removal (includes fluoroscopic guidance for vascular access and catheter manipulation, any necessary contrast injections through access site or catheter with related venography radiologic supervision and interpretation, and radiographic documentation of final catheter position) (List separately in addition to code for primary procedure)",29.210231
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",62321,"Injection(s), of diagnostic or therapeutic substance(s) (eg, anesthetic, antispasmodic, opioid, steroid, other solution), not including neurolytic substances, including needle or catheter placement, interlaminar epidural or subarachnoid, cervical or thoracic; with imaging guidance (ie, fluoroscopy or CT)",28.53241633
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",62230,"Replacement or revision of cerebrospinal fluid shunt, obstructed valve, or distal catheter in shunt system",27.86125278
62329,"Spinal puncture, therapeutic, for drainage of cerebrospinal fluid (by needle or catheter); with fluoroscopic or CT guidance",83873,"Myelin basic protein, cerebrospinal fluid",27.76474917
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",27096,"Injection procedure for sacroiliac joint, anesthetic/steroid, with image guidance (fluoroscopy or CT) including arthrography when performed",58.04758989
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64490,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; single level",49.31288113
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64493,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; single level",49.0301356
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",G0260,"INJECTION PROCEDURE FOR SACROILIAC JOINT; PROVISION OF ANESTHETIC, STEROID AND/OR OTHER THERAPEUTIC AGENT, WITH OR WITHOUT ARTHROGRAPHY",48.62588282
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64491,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; second level (List separately in addition to code for primary procedure)",45.489515
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64494,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; second level (List separately in addition to code for primary procedure)",45.26728399
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64492,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; third and any additional level(s) (List separately in addition to code for primary procedure)",45.05666703
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64495,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; third and any additional level(s) (List separately in addition to code for primary procedure)",44.84853482
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64479,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); cervical or thoracic, single level",43.20802822
64451,"Injection(s), anesthetic agent(s) and/or steroid; nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64483,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, single level",42.82748565
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",27096,"Injection procedure for sacroiliac joint, anesthetic/steroid, with image guidance (fluoroscopy or CT) including arthrography when performed",48.37011955
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64402,"Injection, anesthetic agent; facial nerve",48.29111289
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64479,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); cervical or thoracic, single level",47.77678111
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64417,"Injection, anesthetic agent; axillary nerve",47.45793053
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64483,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with imaging guidance (fluoroscopy or CT); lumbar or sacral, single level",47.35600053
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64447,"Injection, anesthetic agent; femoral nerve, single",46.75785479
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",0228T,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with ultrasound guidance, cervical or thoracic; single level",45.85099212
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64408,"Injection, anesthetic agent; vagus nerve",45.79543491
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",64412,"Injection, anesthetic agent; spinal accessory nerve",45.4310427
64454,"Injection(s), anesthetic agent(s) and/or steroid; genicular nerve branches, including imaging guidance, when performed",0230T,"Injection(s), anesthetic agent and/or steroid, transforaminal epidural, with ultrasound guidance, lumbar or sacral; single level",45.3666514
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64630,Destruction by neurolytic agent; pudendal nerve,56.90568159
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64620,"Destruction by neurolytic agent, intercostal nerve",56.4408611
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64640,Destruction by neurolytic agent; other peripheral nerve or branch,53.9582472
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64632,Destruction by neurolytic agent; plantar common digital nerve,50.51737844
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64605,"Destruction by neurolytic agent, trigeminal nerve; second and third division branches at foramen ovale",48.88581148
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64610,"Destruction by neurolytic agent, trigeminal nerve; second and third division branches at foramen ovale under radiologic monitoring",45.55304377
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64626,"Destruction by neurolytic agent, paravertebral facet joint nerve; cervical or thoracic, single level",43.75337494
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64622,"Destruction by neurolytic agent, paravertebral facet joint nerve; lumbar or sacral, single level",43.23839473
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64633,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); cervical or thoracic, single facet joint",41.3328665
64624,"Destruction by neurolytic agent, genicular nerve branches including imaging guidance, when performed",64635,"Destruction by neurolytic agent, paravertebral facet joint nerve(s), with imaging guidance (fluoroscopy or CT); lumbar or sacral, single facet joint",41.0704426
64625,"Radiofrequency ablation, nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64490,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; single level",43.85154914
64625,"Radiofrequency ablation, nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64493,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), lumbar or sacral; single level",43.60011728
64625,"Radiofrequency ablation, nerves innervating the sacroiliac joint, with image guidance (ie, fluoroscopy or computed tomography)",64491,"Injection(s), diagnostic or therapeutic agent, paravertebral facet (zygapophyseal) joint (or nerves innervating that joint) with image guidance (fluoroscopy or CT), cervical or thoracic; second level (List separately in addition to code for primary procedure)",40.45161541
