HCPCS,LongDesc
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33285,"Insertion, subcutaneous cardiac rhythm monitor, including programming"
33286,"Removal, subcutaneous cardiac rhythm monitor"
33286,"Removal, subcutaneous cardiac rhythm monitor"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33289,"Transcatheter implantation of wireless pulmonary artery pressure sensor for long-term hemodynamic monitoring, including deployment and calibration of the sensor, right heart catheterization, selective pulmonary catheterization, radiological supervision and interpretation, and pulmonary artery angiography, when performed"
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)"
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)"
33440,"Replacement, aortic valve; by translocation of autologous pulmonary valve and transventricular aortic annulus enlargement of the left ventricular outflow tract with valved conduit replacement of pulmonary valve (Ross-Konno procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
33866,"Aortic hemiarch graft including isolation and control of the arch vessels, beveled open distal aortic anastomosis extending under one or more of the arch vessels, and total circulatory arrest or isolated cerebral perfusion (List separately in addition to code for primary procedure)"
36572,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; younger than 5 years of age"
36572,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; younger than 5 years of age"
36573,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older"
36573,"Insertion of peripherally inserted central venous catheter (PICC), without subcutaneous port or pump, including all imaging guidance, image documentation, and all associated radiological supervision and interpretation required to perform the insertion; age 5 years or older"
38531,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s)"
38531,"Biopsy or excision of lymph node(s); open, inguinofemoral node(s)"
43762,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; not requiring revision of gastrostomy tract"
43763,"Replacement of gastrostomy tube, percutaneous, includes removal, when performed, without imaging or endoscopic guidance; requiring revision of gastrostomy tract"
50436,"Dilation of existing tract, percutaneous, for an endourologic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, with postprocedure tube placement, when performed"
50437,"Dilation of existing tract, percutaneous, for an endourologic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, with postprocedure tube placement, when performed; including new access into the renal collecting system"
53854,Transurethral destruction of prostate tissue; by radiofrequency generated water vapor thermotherapy
53854,Transurethral destruction of prostate tissue; by radiofrequency generated water vapor thermotherapy
76391,"Magnetic resonance (eg, vibration) elastography"
76391,"Magnetic resonance (eg, vibration) elastography"
76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion"
76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion"
76978,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); initial lesion"
76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)"
76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)"
76979,"Ultrasound, targeted dynamic microbubble sonographic contrast characterization (non-cardiac); each additional lesion with separate injection (List separately in addition to code for primary procedure)"
76981,"Ultrasound, elastography; parenchyma (eg, organ)"
76981,"Ultrasound, elastography; parenchyma (eg, organ)"
76982,"Ultrasound, elastography; first target lesion"
76982,"Ultrasound, elastography; first target lesion"
76983,"Ultrasound, elastography; each additional target lesion (List separately in addition to code for primary procedure)"
76983,"Ultrasound, elastography; each additional target lesion (List separately in addition to code for primary procedure)"
77046,"Magnetic resonance imaging, breast, without contrast material; unilateral"
77047,"Magnetic resonance imaging, breast, without contrast material; bilateral"
77048,"Magnetic resonance imaging, breast, without and with contrast material(s), including computer-aided detection (CAD real-time lesion detection, characterization and pharmacokinetic analysis), when performed; unilateral"
77049,"Magnetic resonance imaging, breast, without and with contrast material(s), including computer-aided detection (CAD real-time lesion detection, characterization and pharmacokinetic analysis), when performed; bilateral"
81163,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81163,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81164,"BRCA1 (BRCA1, DNA repair associated), BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81165,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81165,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81166,"BRCA1 (BRCA1, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81167,"BRCA2 (BRCA2, DNA repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full duplication/deletion analysis (ie, detection of large gene rearrangements)"
81171,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81171,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81172,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; characterization of alleles (eg, expanded size and methylation status)"
81172,"AFF2 (AF4/FMR2 family, member 2 [FMR2]) (eg, fragile X mental retardation 2 [FRAXE]) gene analysis; characterization of alleles (eg, expanded size and methylation status)"
81173,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; full gene sequence"
81173,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; full gene sequence"
81174,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; known familial variant"
81174,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; known familial variant"
81177,"ATN1 (atrophin 1) (eg, dentatorubral-pallidoluysian atrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81177,"ATN1 (atrophin 1) (eg, dentatorubral-pallidoluysian atrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81178,"ATXN1 (ataxin 1) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81178,"ATXN1 (ataxin 1) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81179,"ATXN2 (ataxin 2) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81179,"ATXN2 (ataxin 2) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81180,"ATXN3 (ataxin 3) (eg, spinocerebellar ataxia, Machado-Joseph disease) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81180,"ATXN3 (ataxin 3) (eg, spinocerebellar ataxia, Machado-Joseph disease) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81181,"ATXN7 (ataxin 7) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81181,"ATXN7 (ataxin 7) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81182,"ATXN8OS (ATXN8 opposite strand [non-protein coding]) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81182,"ATXN8OS (ATXN8 opposite strand [non-protein coding]) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81183,"ATXN10 (ataxin 10) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81183,"ATXN10 (ataxin 10) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81184,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81184,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81184,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81185,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; full gene sequence"
81185,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; full gene sequence"
81186,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; known familial variant"
81186,"CACNA1A (calcium voltage-gated channel subunit alpha1 A) (eg, spinocerebellar ataxia) gene analysis; known familial variant"
81187,"CNBP (CCHC-type zinc finger nucleic acid binding protein) (eg, myotonic dystrophy type 2) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81187,"CNBP (CCHC-type zinc finger nucleic acid binding protein) (eg, myotonic dystrophy type 2) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81187,"CNBP (CCHC-type zinc finger nucleic acid binding protein) (eg, myotonic dystrophy type 2) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81188,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81188,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81188,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81189,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; full gene sequence"
81189,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; full gene sequence"
81190,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; known familial variant(s)"
81190,"CSTB (cystatin B) (eg, Unverricht-Lundborg disease) gene analysis; known familial variant(s)"
81204,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; characterization of alleles (eg, expanded size or methylation status)"
81204,"AR (androgen receptor) (eg, spinal and bulbar muscular atrophy, Kennedy disease, X chromosome inactivation) gene analysis; characterization of alleles (eg, expanded size or methylation status)"
81233,"BTK (Bruton's tyrosine kinase) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, C481S, C481R, C481F)"
81233,"BTK (Bruton's tyrosine kinase) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, C481S, C481R, C481F)"
81233,"BTK (Bruton's tyrosine kinase) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, C481S, C481R, C481F)"
81233,"BTK (Bruton's tyrosine kinase) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, C481S, C481R, C481F)"
81233,"BTK (Bruton's tyrosine kinase) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, C481S, C481R, C481F)"
81234,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; evaluation to detect abnormal (expanded) alleles"
81234,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; evaluation to detect abnormal (expanded) alleles"
81234,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; evaluation to detect abnormal (expanded) alleles"
81234,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; evaluation to detect abnormal (expanded) alleles"
81236,"EZH2 (enhancer of zeste 2 polycomb repressive complex 2 subunit) (eg, myelodysplastic syndrome, myeloproliferative neoplasms) gene analysis, full gene sequence"
81236,"EZH2 (enhancer of zeste 2 polycomb repressive complex 2 subunit) (eg, myelodysplastic syndrome, myeloproliferative neoplasms) gene analysis, full gene sequence"
81237,"EZH2 (enhancer of zeste 2 polycomb repressive complex 2 subunit) (eg, diffuse large B-cell lymphoma) gene analysis, common variant(s) (eg, codon 646)"
81237,"EZH2 (enhancer of zeste 2 polycomb repressive complex 2 subunit) (eg, diffuse large B-cell lymphoma) gene analysis, common variant(s) (eg, codon 646)"
81239,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; characterization of alleles (eg, expanded size)"
81239,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; characterization of alleles (eg, expanded size)"
81239,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; characterization of alleles (eg, expanded size)"
81239,"DMPK (DM1 protein kinase) (eg, myotonic dystrophy type 1) gene analysis; characterization of alleles (eg, expanded size)"
81271,"HTT (huntingtin) (eg, Huntington disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81271,"HTT (huntingtin) (eg, Huntington disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81271,"HTT (huntingtin) (eg, Huntington disease) gene analysis; evaluation to detect abnormal (eg, expanded) alleles"
81274,"HTT (huntingtin) (eg, Huntington disease) gene analysis; characterization of alleles (eg, expanded size)"
81274,"HTT (huntingtin) (eg, Huntington disease) gene analysis; characterization of alleles (eg, expanded size)"
81274,"HTT (huntingtin) (eg, Huntington disease) gene analysis; characterization of alleles (eg, expanded size)"
81284,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; evaluation to detect abnormal (expanded) alleles"
81284,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; evaluation to detect abnormal (expanded) alleles"
81284,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; evaluation to detect abnormal (expanded) alleles"
81285,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; characterization of alleles (eg, expanded size)"
81285,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; characterization of alleles (eg, expanded size)"
81285,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; characterization of alleles (eg, expanded size)"
81286,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; full gene sequence"
81286,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; full gene sequence"
81289,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; known familial variant(s)"
81289,"FXN (frataxin) (eg, Friedreich ataxia) gene analysis; known familial variant(s)"
81305,"MYD88 (myeloid differentiation primary response 88) (eg, Waldenstrom's macroglobulinemia, lymphoplasmacytic leukemia) gene analysis, p.Leu265Pro (L265P) variant"
81305,"MYD88 (myeloid differentiation primary response 88) (eg, Waldenstrom's macroglobulinemia, lymphoplasmacytic leukemia) gene analysis, p.Leu265Pro (L265P) variant"
81305,"MYD88 (myeloid differentiation primary response 88) (eg, Waldenstrom's macroglobulinemia, lymphoplasmacytic leukemia) gene analysis, p.Leu265Pro (L265P) variant"
81306,"NUDT15 (nudix hydrolase 15) (eg, drug metabolism) gene analysis, common variant(s) (eg, *2, *3, *4, *5, *6)"
81306,"NUDT15 (nudix hydrolase 15) (eg, drug metabolism) gene analysis, common variant(s) (eg, *2, *3, *4, *5, *6)"
81312,"PABPN1 (poly[A] binding protein nuclear 1) (eg, oculopharyngeal muscular dystrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81312,"PABPN1 (poly[A] binding protein nuclear 1) (eg, oculopharyngeal muscular dystrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81312,"PABPN1 (poly[A] binding protein nuclear 1) (eg, oculopharyngeal muscular dystrophy) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81320,"PLCG2 (phospholipase C gamma 2) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, R665W, S707F, L845F)"
81320,"PLCG2 (phospholipase C gamma 2) (eg, chronic lymphocytic leukemia) gene analysis, common variants (eg, R665W, S707F, L845F)"
81329,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; dosage/deletion analysis (eg, carrier testing), includes SMN2 (survival of motor neuron 2, centromeric) analysis, if performed"
81329,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; dosage/deletion analysis (eg, carrier testing), includes SMN2 (survival of motor neuron 2, centromeric) analysis, if performed"
81329,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; dosage/deletion analysis (eg, carrier testing), includes SMN2 (survival of motor neuron 2, centromeric) analysis, if performed"
81333,"TGFBI (transforming growth factor beta-induced) (eg, corneal dystrophy) gene analysis, common variants (eg, R124H, R124C, R124L, R555W, R555Q)"
81333,"TGFBI (transforming growth factor beta-induced) (eg, corneal dystrophy) gene analysis, common variants (eg, R124H, R124C, R124L, R555W, R555Q)"
81333,"TGFBI (transforming growth factor beta-induced) (eg, corneal dystrophy) gene analysis, common variants (eg, R124H, R124C, R124L, R555W, R555Q)"
81336,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; full gene sequence"
81336,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; full gene sequence"
81337,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; known familial sequence variant(s)"
81337,"SMN1 (survival of motor neuron 1, telomeric) (eg, spinal muscular atrophy) gene analysis; known familial sequence variant(s)"
81343,"PPP2R2B (protein phosphatase 2 regulatory subunit Bbeta) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81343,"PPP2R2B (protein phosphatase 2 regulatory subunit Bbeta) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81344,"TBP (TATA box binding protein) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81344,"TBP (TATA box binding protein) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
81345,"TERT (telomerase reverse transcriptase) (eg, thyroid carcinoma, glioblastoma multiforme) gene analysis, targeted sequence analysis (eg, promoter region)"
81345,"TERT (telomerase reverse transcriptase) (eg, thyroid carcinoma, glioblastoma multiforme) gene analysis, targeted sequence analysis (eg, promoter region)"
81345,"TERT (telomerase reverse transcriptase) (eg, thyroid carcinoma, glioblastoma multiforme) gene analysis, targeted sequence analysis (eg, promoter region)"
81345,"TERT (telomerase reverse transcriptase) (eg, thyroid carcinoma, glioblastoma multiforme) gene analysis, targeted sequence analysis (eg, promoter region)"
81443,"Genetic testing for severe inherited conditions (eg, cystic fibrosis, Ashkenazi Jewish-associated disorders [eg, Bloom syndrome, Canavan disease, Fanconi anemia type C, mucolipidosis type VI, Gaucher disease, Tay-Sachs disease], beta hemoglobinopathies, phenylketonuria, galactosemia), genomic sequence analysis panel, must include sequencing of at least 15 genes (eg, ACADM, ARSA, ASPA, ATP7B, BCKDHA, BCKDHB, BLM, CFTR, DHCR7, FANCC, G6PC, GAA, GALT, GBA, GBE1, HBB, HEXA, IKBKAP, MCOLN1, PAH)"
81443,"Genetic testing for severe inherited conditions (eg, cystic fibrosis, Ashkenazi Jewish-associated disorders [eg, Bloom syndrome, Canavan disease, Fanconi anemia type C, mucolipidosis type VI, Gaucher disease, Tay-Sachs disease], beta hemoglobinopathies, phenylketonuria, galactosemia), genomic sequence analysis panel, must include sequencing of at least 15 genes (eg, ACADM, ARSA, ASPA, ATP7B, BCKDHA, BCKDHB, BLM, CFTR, DHCR7, FANCC, G6PC, GAA, GALT, GBA, GBE1, HBB, HEXA, IKBKAP, MCOLN1, PAH)"
81443,"Genetic testing for severe inherited conditions (eg, cystic fibrosis, Ashkenazi Jewish-associated disorders [eg, Bloom syndrome, Canavan disease, Fanconi anemia type C, mucolipidosis type VI, Gaucher disease, Tay-Sachs disease], beta hemoglobinopathies, phenylketonuria, galactosemia), genomic sequence analysis panel, must include sequencing of at least 15 genes (eg, ACADM, ARSA, ASPA, ATP7B, BCKDHA, BCKDHB, BLM, CFTR, DHCR7, FANCC, G6PC, GAA, GALT, GBA, GBE1, HBB, HEXA, IKBKAP, MCOLN1, PAH)"
81518,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 11 genes (7 content and 4 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithms reported as percentage risk for metastatic recurrence and likelihood of benefit from extended endocrine therapy"
81518,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 11 genes (7 content and 4 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithms reported as percentage risk for metastatic recurrence and likelihood of benefit from extended endocrine therapy"
81518,"Oncology (breast), mRNA, gene expression profiling by real-time RT-PCR of 11 genes (7 content and 4 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithms reported as percentage risk for metastatic recurrence and likelihood of benefit from extended endocrine therapy"
81596,"Infectious disease, chronic hepatitis C virus (HCV) infection, six biochemical assays (ALT, A2-macroglobulin, apolipoprotein A-1, total bilirubin, GGT, and haptoglobin) utilizing serum, prognostic algorithm reported as scores for fibrosis and necroinflammatory activity in liver"
81596,"Infectious disease, chronic hepatitis C virus (HCV) infection, six biochemical assays (ALT, A2-macroglobulin, apolipoprotein A-1, total bilirubin, GGT, and haptoglobin) utilizing serum, prognostic algorithm reported as scores for fibrosis and necroinflammatory activity in liver"
82642,Dihydrotestosterone (DHT)
82642,Dihydrotestosterone (DHT)
82642,Dihydrotestosterone (DHT)
83722,"Lipoprotein, direct measurement; small dense LDL cholesterol"
83722,"Lipoprotein, direct measurement; small dense LDL cholesterol"
83722,"Lipoprotein, direct measurement; small dense LDL cholesterol"
90689,"Influenza virus vaccine quadrivalent (IIV4), inactivated, adjuvanted, preservative free, 0.25mL dosage, for intramuscular use"
90689,"Influenza virus vaccine quadrivalent (IIV4), inactivated, adjuvanted, preservative free, 0.25mL dosage, for intramuscular use"
92273,"Electroretinography (ERG), with interpretation and report; full field (ie, ffERG, flash ERG, Ganzfeld ERG)"
92273,"Electroretinography (ERG), with interpretation and report; full field (ie, ffERG, flash ERG, Ganzfeld ERG)"
92273,"Electroretinography (ERG), with interpretation and report; full field (ie, ffERG, flash ERG, Ganzfeld ERG)"
92274,"Electroretinography (ERG), with interpretation and report; multifocal (mfERG)"
92274,"Electroretinography (ERG), with interpretation and report; multifocal (mfERG)"
92274,"Electroretinography (ERG), with interpretation and report; multifocal (mfERG)"
93264,"Remote monitoring of a wireless pulmonary artery pressure sensor for up to 30 days, including at least weekly downloads of pulmonary artery pressure recordings, interpretation(s), trend analysis, and report(s) by a physician or other qualified health care professional"
93264,"Remote monitoring of a wireless pulmonary artery pressure sensor for up to 30 days, including at least weekly downloads of pulmonary artery pressure recordings, interpretation(s), trend analysis, and report(s) by a physician or other qualified health care professional"
93264,"Remote monitoring of a wireless pulmonary artery pressure sensor for up to 30 days, including at least weekly downloads of pulmonary artery pressure recordings, interpretation(s), trend analysis, and report(s) by a physician or other qualified health care professional"
95836,"Electrocorticogram from an implanted brain neurostimulator pulse generator/transmitter, including recording, with interpretation and written report, up to 30 days"
95836,"Electrocorticogram from an implanted brain neurostimulator pulse generator/transmitter, including recording, with interpretation and written report, up to 30 days"
95836,"Electrocorticogram from an implanted brain neurostimulator pulse generator/transmitter, including recording, with interpretation and written report, up to 30 days"
95976,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with simple cranial nerve neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
95976,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with simple cranial nerve neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
95976,"Electronic analysis of implanted neurostimulator pulse generator/transmitter (eg, contact group[s], interleaving, amplitude, pulse width, frequency [Hz], on/off cycling, burst, magnet mode, dose lockout, patient selectable parameters, responsive neurostimulation, detection algorithms, closed loop parameters, and passive parameters) by physician or other qualified health care professional; with simple cranial nerve neurostimulator pulse generator/transmitter programming by physician or other qualified health care professional"
