HCPCS,LongDesc,SimCode,Sim_LongDesc
0521T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording, and disconnection per patient encounter, wireless cardiac stimulator for left ventricular pacing",93288,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, recording and disconnection per patient encounter; single, dual, or multiple lead pacemaker system"
0521T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording, and disconnection per patient encounter, wireless cardiac stimulator for left ventricular pacing",0391T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, leadless pacemaker system"
0522T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, including review and report, wireless cardiac stimulator for left ventricular pacing",0389T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report, leadless pacemaker system"
0522T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, including review and report, wireless cardiac stimulator for left ventricular pacing",93279,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care professional; single lead pacemaker system"
0523T,"Intraprocedural coronary fractional flow reserve (FFR) with 3D functional mapping of color-coded FFR values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention",93454,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation"
0523T,"Intraprocedural coronary fractional flow reserve (FFR) with 3D functional mapping of color-coded FFR values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention",75565,Cardiac magnetic resonance imaging for velocity flow mapping (List separately in addition to code for primary procedure)
0523T,"Intraprocedural coronary fractional flow reserve (FFR) with 3D functional mapping of color-coded FFR values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention",0501T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission, analysis of fluid dynamics and simulated maximal coronary hyperemia, generation of estimated FFR model, with anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report"
0524T,"Endovenous catheter directed chemical ablation with balloon isolation of incompetent extremity vein, open or percutaneous, including all vascular access, catheter manipulation, diagnostic imaging, imaging guidance and monitoring",36473,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous, mechanochemical; first vein treated"
0524T,"Endovenous catheter directed chemical ablation with balloon isolation of incompetent extremity vein, open or percutaneous, including all vascular access, catheter manipulation, diagnostic imaging, imaging guidance and monitoring",36470,Injection of sclerosant; single incompetent vein (other than telangiectasia)
0524T,"Endovenous catheter directed chemical ablation with balloon isolation of incompetent extremity vein, open or percutaneous, including all vascular access, catheter manipulation, diagnostic imaging, imaging guidance and monitoring",37761,"Ligation of perforator vein(s), subfascial, open, including ultrasound guidance, when performed, 1 leg"
0524T,"Endovenous catheter directed chemical ablation with balloon isolation of incompetent extremity vein, open or percutaneous, including all vascular access, catheter manipulation, diagnostic imaging, imaging guidance and monitoring",36465,"Injection of non-compounded foam sclerosant with ultrasound compression maneuvers to guide dispersion of the injectate, inclusive of all imaging guidance and monitoring; single incompetent extremity truncal vein (eg, great saphenous vein, accessory saphenous vein)"
0525T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; complete system (electrode and implantable monitor)",37197,"Transcatheter retrieval, percutaneous, of intravascular foreign body (eg, fractured venous or arterial catheter), includes radiological supervision and interpretation, and imaging guidance (ultrasound or fluoroscopy), when performed"
0525T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; complete system (electrode and implantable monitor)",0408T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; pulse generator with transvenous electrodes"
0525T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; complete system (electrode and implantable monitor)",33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular
0525T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; complete system (electrode and implantable monitor)",33214,"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator)"
0525T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; complete system (electrode and implantable monitor)",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0526T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; electrode only",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0526T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; electrode only",33216,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator"
0526T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; electrode only",33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular
0526T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; electrode only",37197,"Transcatheter retrieval, percutaneous, of intravascular foreign body (eg, fractured venous or arterial catheter), includes radiological supervision and interpretation, and imaging guidance (ultrasound or fluoroscopy), when performed"
0526T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; electrode only",0411T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; ventricular electrode only"
0527T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; implantable monitor only",33212,Insertion of pacemaker pulse generator only; with existing single lead
0527T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; implantable monitor only",33227,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system
0527T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; implantable monitor only",0409T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; pulse generator only"
0527T,"Insertion or replacement of intracardiac ischemia monitoring system, including testing of the lead and monitor, initial system programming, and imaging supervision and interpretation; implantable monitor only",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0528T,"Programming device evaluation (in person) of intracardiac ischemia monitoring system with iterative adjustment of programmed values, with analysis, review, and report",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0528T,"Programming device evaluation (in person) of intracardiac ischemia monitoring system with iterative adjustment of programmed values, with analysis, review, and report",0417T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, including review and report, implantable cardiac contractility modulation system"
0528T,"Programming device evaluation (in person) of intracardiac ischemia monitoring system with iterative adjustment of programmed values, with analysis, review, and report",93279,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report by a physician or other qualified health care professional; single lead pacemaker system"
0529T,"Interrogation device evaluation (in person) of intracardiac ischemia monitoring system with analysis, review, and report",93290,"Interrogation device evaluation (in person) with analysis, review and report by a physician or other qualified health care professional, includes connection, recording and disconnection per patient encounter; implantable cardiovascular monitor system, including analysis of 1 or more recorded physiologic cardiovascular data elements from all internal and external sensors"
0529T,"Interrogation device evaluation (in person) of intracardiac ischemia monitoring system with analysis, review, and report",0418T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, implantable cardiac contractility modulation system"
0529T,"Interrogation device evaluation (in person) of intracardiac ischemia monitoring system with analysis, review, and report",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0530T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; complete system (electrode and implantable monitor)",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0530T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; complete system (electrode and implantable monitor)",0413T,Removal of permanent cardiac contractility modulation system; transvenous electrode (atrial or ventricular)
0530T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; complete system (electrode and implantable monitor)",33233,Removal of permanent pacemaker pulse generator only
0530T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; complete system (electrode and implantable monitor)",33234,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular"
0530T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; complete system (electrode and implantable monitor)",0412T,Removal of permanent cardiac contractility modulation system; pulse generator only
0531T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; electrode only",0413T,Removal of permanent cardiac contractility modulation system; transvenous electrode (atrial or ventricular)
0531T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; electrode only",33234,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular"
0531T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; electrode only",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0532T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; implantable monitor only",C9750,Insertion or removal and replacement of intracardiac ischemia monitoring system including imaging supervision and interpretation and peri-operative interrogation and programming; complete system (includes device and electrode)
0532T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; implantable monitor only",33233,Removal of permanent pacemaker pulse generator only
0532T,"Removal of intracardiac ischemia monitoring system, including all imaging supervision and interpretation; implantable monitor only",0412T,Removal of permanent cardiac contractility modulation system; pulse generator only
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report",96001,Comprehensive computer-based motion analysis by video-taping and 3D kinematics; with dynamic plantar pressure measurements during walking
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report",96004,"Review and interpretation by physician or other qualified health care professional of comprehensive computer-based motion analysis, dynamic plantar pressure measurements, dynamic surface electromyography during walking or other functional activities, and dynamic fine wire electromyography, with written report"
0533T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; includes set-up, patient training, configuration of monitor, data upload, analysis and initial report configuration, download review, interpretation and report",0295T,"External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; includes recording, scanning analysis with report, review and interpretation"
0534T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; set-up, patient training, configuration of monitor",0296T,External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; recording (includes connection and initial recording)
0534T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; set-up, patient training, configuration of monitor",96001,Comprehensive computer-based motion analysis by video-taping and 3D kinematics; with dynamic plantar pressure measurements during walking
0535T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; data upload, analysis and initial report configuration",0297T,External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; scanning analysis with report
0535T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; data upload, analysis and initial report configuration",96001,Comprehensive computer-based motion analysis by video-taping and 3D kinematics; with dynamic plantar pressure measurements during walking
0536T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; download review, interpretation and report",0298T,External electrocardiographic recording for more than 48 hours up to 21 days by continuous rhythm recording and storage; review and interpretation
0536T,"Continuous recording of movement disorder symptoms, including bradykinesia, dyskinesia, and tremor for 6 days up to 10 days; download review, interpretation and report",96004,"Review and interpretation by physician or other qualified health care professional of comprehensive computer-based motion analysis, dynamic plantar pressure measurements, dynamic surface electromyography during walking or other functional activities, and dynamic fine wire electromyography, with written report"
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day",38206,"Blood-derived hematopoietic progenitor cell harvesting for transplantation, per collection; autologous"
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day",Q2040,"TISAGENLECLEUCEL, UP TO 250 MILLION CAR-POSITIVE VIABLE T CELLS, INCLUDING LEUKAPHERESIS AND DOSE PREPARATION PROCEDURES, PER INFUSION"
0537T,"Chimeric antigen receptor T-cell (CAR-T) therapy; harvesting of blood-derived T lymphocytes for development of genetically modified autologous CAR-T cells, per day",Q2041,"Axicabtagene Ciloleucel, up to 200 Million Autologous Anti-CD19 CAR T Cells, Including Leukapheresis And Dose Preparation Procedures, Per Infusion"
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)",Q2040,"TISAGENLECLEUCEL, UP TO 250 MILLION CAR-POSITIVE VIABLE T CELLS, INCLUDING LEUKAPHERESIS AND DOSE PREPARATION PROCEDURES, PER INFUSION"
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)",38207,Transplant preparation of hematopoietic progenitor cells; cryopreservation and storage
0538T,"Chimeric antigen receptor T-cell (CAR-T) therapy; preparation of blood-derived T lymphocytes for transportation (eg, cryopreservation, storage)",Q2041,"Axicabtagene Ciloleucel, up to 200 Million Autologous Anti-CD19 CAR T Cells, Including Leukapheresis And Dose Preparation Procedures, Per Infusion"
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration,Q2041,"Axicabtagene Ciloleucel, up to 200 Million Autologous Anti-CD19 CAR T Cells, Including Leukapheresis And Dose Preparation Procedures, Per Infusion"
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration,38208,"Transplant preparation of hematopoietic progenitor cells; thawing of previously frozen harvest, without washing, per donor"
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration,38209,"Transplant preparation of hematopoietic progenitor cells; thawing of previously frozen harvest, with washing, per donor"
0539T,Chimeric antigen receptor T-cell (CAR-T) therapy; receipt and preparation of CAR-T cells foradministration,Q2040,"TISAGENLECLEUCEL, UP TO 250 MILLION CAR-POSITIVE VIABLE T CELLS, INCLUDING LEUKAPHERESIS AND DOSE PREPARATION PROCEDURES, PER INFUSION"
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous",Q2040,"TISAGENLECLEUCEL, UP TO 250 MILLION CAR-POSITIVE VIABLE T CELLS, INCLUDING LEUKAPHERESIS AND DOSE PREPARATION PROCEDURES, PER INFUSION"
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous",38242,Allogeneic lymphocyte infusions
0540T,"Chimeric antigen receptor T-cell (CAR-T) therapy; CAR-T cell administration, autologous",Q2041,"Axicabtagene Ciloleucel, up to 200 Million Autologous Anti-CD19 CAR T Cells, Including Leukapheresis And Dose Preparation Procedures, Per Infusion"
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;",0476T,"Recording of fetal magnetic cardiac signal using at least 3 channels; patient recording, data scanning, with raw electronic signal transfer of data and storage"
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;",0477T,"Recording of fetal magnetic cardiac signal using at least 3 channels; signal extraction, technical analysis, and result"
0541T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study;",93306,"Echocardiography, transthoracic, real-time with image documentation (2D), includes M-mode recording, when performed, complete, with spectral Doppler echocardiography, and with color flow Doppler echocardiography"
0542T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study; interpretation and report",93312,"Echocardiography, transesophageal, real-time with image documentation (2D) (with or without M-mode recording); including probe placement, image acquisition, interpretation and report"
0542T,"Myocardial imaging by magnetocardiography (MCG) for detection of cardiac ischemia, by signal acquisition using minimum 36 channel grid, generation of magnetic-field time-series images, quantitative analysis of magnetic dipoles, machine learningderived clinical scoring, and automated report generation, single study; interpretation and report",0475T,"Recording of fetal magnetic cardiac signal using at least 3 channels; patient recording and storage, data scanning with signal extraction, technical analysis and result, as well as supervision, review, and interpretation of report by a physician or other qualified health care professional"
10004,"Fine needle aspiration biopsy, without imaging guidance; each additional lesion (List separately in addition to code for primary procedure)",10021,Fine needle aspiration; without imaging guidance
10005,"Fine needle aspiration biopsy, including ultrasound guidance; first lesion",10022,Fine needle aspiration; with imaging guidance
10006,"Fine needle aspiration biopsy, including ultrasound guidance; each additional lesion (List separately in addition to code for primary procedure)",10022,Fine needle aspiration; with imaging guidance
10007,"Fine needle aspiration biopsy, including fluoroscopic guidance; first lesion",10022,Fine needle aspiration; with imaging guidance
10007,"Fine needle aspiration biopsy, including fluoroscopic guidance; first lesion",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
10008,"Fine needle aspiration biopsy, including fluoroscopic guidance; each additional lesion (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
10008,"Fine needle aspiration biopsy, including fluoroscopic guidance; each additional lesion (List separately in addition to code for primary procedure)",10022,Fine needle aspiration; with imaging guidance
10009,"Fine needle aspiration biopsy, including CT guidance; first lesion",10022,Fine needle aspiration; with imaging guidance
10009,"Fine needle aspiration biopsy, including CT guidance; first lesion",77012,"Computed tomography guidance for needle placement (eg, biopsy, aspiration, injection, localization device), radiological supervision and interpretation"
10010,"Fine needle aspiration biopsy, including CT guidance; each additional lesion (List separately in addition to code for primary procedure)",77012,"Computed tomography guidance for needle placement (eg, biopsy, aspiration, injection, localization device), radiological supervision and interpretation"
10010,"Fine needle aspiration biopsy, including CT guidance; each additional lesion (List separately in addition to code for primary procedure)",10022,Fine needle aspiration; with imaging guidance
10011,"Fine needle aspiration biopsy, including MR guidance; first lesion",10022,Fine needle aspiration; with imaging guidance
10011,"Fine needle aspiration biopsy, including MR guidance; first lesion",77021,"Magnetic resonance guidance for needle placement (eg, for biopsy, needle aspiration, injection, or placement of localization device) radiological supervision and interpretation"
10012,"Fine needle aspiration biopsy, including MR guidance; each additional lesion (List separately in addition to code for primary procedure)",77021,"Magnetic resonance guidance for needle placement (eg, for biopsy, needle aspiration, injection, or placement of localization device) radiological supervision and interpretation"
10012,"Fine needle aspiration biopsy, including MR guidance; each additional lesion (List separately in addition to code for primary procedure)",10022,Fine needle aspiration; with imaging guidance
11102,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); single lesion",11100,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; single lesion"
11103,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette); each separate/additional lesion (List separately in addition to code for primary procedure)",11101,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; each separate/additional lesion (List separately in addition to code for primary procedure)"
11104,"Punch biopsy of skin (including simple closure, when performed); single lesion",11100,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; single lesion"
11105,"Punch biopsy of skin (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",11101,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; each separate/additional lesion (List separately in addition to code for primary procedure)"
11106,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); single lesion",11100,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; single lesion"
11107,"Incisional biopsy of skin (eg, wedge) (including simple closure, when performed); each separate/additional lesion (List separately in addition to code for primary procedure)",11101,"Biopsy of skin, subcutaneous tissue and/or mucous membrane (including simple closure), unless otherwise listed; each separate/additional lesion (List separately in addition to code for primary procedure)"
20932,"Allograft, includes templating, cutting, placement and internal fixation, when performed; osteoarticular, including articular surface and contiguous bone (List separately in addition to code for primary procedure)",20955,Bone graft with microvascular anastomosis; fibula
20932,"Allograft, includes templating, cutting, placement and internal fixation, when performed; osteoarticular, including articular surface and contiguous bone (List separately in addition to code for primary procedure)",20930,"Allograft, morselized, or placement of osteopromotive material, for spine surgery only (List separately in addition to code for primary procedure)"
20933,"Allograft, includes templating, cutting, placement and internal fixation, when performed; hemicortical intercalary, partial (ie, hemicylindrical) (List separately in addition to code for primary procedure)",20931,"Allograft, structural, for spine surgery only (List separately in addition to code for primary procedure)"
20933,"Allograft, includes templating, cutting, placement and internal fixation, when performed; hemicortical intercalary, partial (ie, hemicylindrical) (List separately in addition to code for primary procedure)",20955,Bone graft with microvascular anastomosis; fibula
20934,"Allograft, includes templating, cutting, placement and internal fixation, when performed; intercalary, complete (ie, cylindrical) (List separately in addition to code for primary procedure)",20931,"Allograft, structural, for spine surgery only (List separately in addition to code for primary procedure)"
20934,"Allograft, includes templating, cutting, placement and internal fixation, when performed; intercalary, complete (ie, cylindrical) (List separately in addition to code for primary procedure)",20955,Bone graft with microvascular anastomosis; fibula
27369,Injection procedure for contrast knee arthrography or contrast enhanced CT/MRI knee arthrography,27370,Injection of contrast for knee arthrography
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed",0387T,"Transcatheter insertion or replacement of permanent leadless pacemaker, ventricular"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed",0389T,"Programming device evaluation (in person) with iterative adjustment of the implantable device to test the function of the device and select optimal permanent programmed values with analysis, review and report, leadless pacemaker system"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed",0391T,"Interrogation device evaluation (in person) with analysis, review and report, includes connection, recording and disconnection per patient encounter, leadless pacemaker system"
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed",33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular
