HCPCS,LongDesc,SimCode,Sim_LongDesc
50606,"Endoluminal biopsy of ureter and/or renal pelvis, non-endoscopic, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",50955,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with biopsy"
0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)",52601,"Transurethral electrosurgical resection of prostate, including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)"
0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)",52630,"Transurethral resection; residual or regrowth of obstructive prostate tissue including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included)"
0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)",52647,"Laser coagulation of prostate, including control of postoperative bleeding, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included if performed)"
0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)",53850,Transurethral destruction of prostate tissue; by microwave thermotherapy
0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)",53852,Transurethral destruction of prostate tissue; by radiofrequency thermotherapy
54437,Repair of traumatic corporeal tear(s),54205,Injection procedure for Peyronie disease; with surgical exposure of plaque
54437,Repair of traumatic corporeal tear(s),54440,Plastic operation of penis for injury
54438,"Replantation, penis, complete amputation including urethral repair",54440,Plastic operation of penis for injury
0421T,"Transurethral waterjet ablation of prostate, including control of post-operative bleeding, including ultrasound guidance, complete (vasectomy, meatotomy, cystourethroscopy, urethral calibration and/or dilation, and internal urethrotomy are included when performed)",55873,Cryosurgical ablation of the prostate (includes ultrasonic guidance and monitoring)
10035,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; first lesion",55876,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), prostate (via needle, any approach), single or multiple"
10036,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; each additional lesion (List separately in addition to code for primary procedure)",55876,"Placement of interstitial device(s) for radiation therapy guidance (eg, fiducial markers, dosimeter), prostate (via needle, any approach), single or multiple"
0404T,"Transcervical uterine fibroid(s) ablation with ultrasound guidance, radiofrequency",58561,"Hysteroscopy, surgical; with removal of leiomyomata"
0398T,"Magnetic resonance image guided high intensity focused ultrasound (MRgFUS), stereotactic ablation lesion, intracranial for movement disorder including stereotactic navigation and frame placement when performed",61720,"Creation of lesion by stereotactic method, including burr hole(s) and localizing and recording techniques, single or multiple stages; globus pallidus or thalamus"
0398T,"Magnetic resonance image guided high intensity focused ultrasound (MRgFUS), stereotactic ablation lesion, intracranial for movement disorder including stereotactic navigation and frame placement when performed",61735,"Creation of lesion by stereotactic method, including burr hole(s) and localizing and recording techniques, single or multiple stages; subcortical structure(s) other than globus pallidus or thalamus"
0398T,"Magnetic resonance image guided high intensity focused ultrasound (MRgFUS), stereotactic ablation lesion, intracranial for movement disorder including stereotactic navigation and frame placement when performed",61781,"Stereotactic computer-assisted (navigational) procedure; cranial, intradural (List separately in addition to code for primary procedure)"
0398T,"Magnetic resonance image guided high intensity focused ultrasound (MRgFUS), stereotactic ablation lesion, intracranial for movement disorder including stereotactic navigation and frame placement when performed",61800,Application of stereotactic headframe for stereotactic radiosurgery (List separately in addition to code for primary procedure)
64461,"Paravertebral block (PVB) (paraspinous block), thoracic; single injection site (includes imaging guidance, when performed)",64412,"Injection, anesthetic agent; spinal accessory nerve"
64462,"Paravertebral block (PVB) (paraspinous block), thoracic; second and any additional injection site(s) (includes imaging guidance, when performed) (List separately in addition to code for primary procedure)",64412,"Injection, anesthetic agent; spinal accessory nerve"
64463,"Paravertebral block (PVB) (paraspinous block), thoracic; continuous infusion by catheter (includes imaging guidance, when performed)",64412,"Injection, anesthetic agent; spinal accessory nerve"
0419T,"Destruction of neurofibroma, extensive (cutaneous, dermal extending into subcutaneous); face, head and neck, greater than 50 neurofibromas",64792,Excision of neurofibroma or neurolemmoma; extensive (including malignant type)
0420T,"Destruction of neurofibroma, extensive (cutaneous, dermal extending into subcutaneous); trunk and extremities, extensive, greater than 100 neurofibromas",64792,Excision of neurofibroma or neurolemmoma; extensive (including malignant type)
0402T,Collagen cross-linking of cornea (including removal of the corneal epithelium and intraoperative pachymetry when performed),65435,"Removal of corneal epithelium; with or without chemocauterization (abrasion, curettage)"
69209,"Removal impacted cerumen using irrigation/lavage, unilateral",69210,"Removal impacted cerumen requiring instrumentation, unilateral"
0402T,Collagen cross-linking of cornea (including removal of the corneal epithelium and intraoperative pachymetry when performed),69990,"Microsurgical techniques, requiring use of operating microscope (List separately in addition to code for primary procedure)"
72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",72010,"Radiologic examination, spine, entire, survey study, anteroposterior and lateral"
72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view",72069,"Radiologic examination, spine, thoracolumbar, standing (scoliosis)"
72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",72069,"Radiologic examination, spine, thoracolumbar, standing (scoliosis)"
72083,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views",72069,"Radiologic examination, spine, thoracolumbar, standing (scoliosis)"
72084,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); minimum of 6 views",72069,"Radiologic examination, spine, thoracolumbar, standing (scoliosis)"
72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view",72090,"Radiologic examination, spine; scoliosis study, including supine and erect studies"
72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",72090,"Radiologic examination, spine; scoliosis study, including supine and erect studies"
72083,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views",72090,"Radiologic examination, spine; scoliosis study, including supine and erect studies"
72084,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); minimum of 6 views",72090,"Radiologic examination, spine; scoliosis study, including supine and erect studies"
74712,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation",72195,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)"
74713,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; each additional gestation (List separately in addition to code for primary procedure)",72195,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s)"
74712,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation",72196,"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)"
74713,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; each additional gestation (List separately in addition to code for primary procedure)",72196,"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)"
74712,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; single or first gestation",72197,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences"
74713,"Magnetic resonance (eg, proton) imaging, fetal, including placental and maternal pelvic imaging when performed; each additional gestation (List separately in addition to code for primary procedure)",72197,"Magnetic resonance (eg, proton) imaging, pelvis; without contrast material(s), followed by contrast material(s) and further sequences"
73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",73500,"Radiologic examination, hip, unilateral; 1 view"
73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",73510,"Radiologic examination, hip, unilateral; complete, minimum of 2 views"
73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",73510,"Radiologic examination, hip, unilateral; complete, minimum of 2 views"
73521,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",73520,"Radiologic examination, hips, bilateral, minimum of 2 views of each hip, including anteroposterior view of pelvis"
73522,"Radiologic examination, hips, bilateral, with pelvis when performed; 3-4 views",73520,"Radiologic examination, hips, bilateral, minimum of 2 views of each hip, including anteroposterior view of pelvis"
73523,"Radiologic examination, hips, bilateral, with pelvis when performed; minimum of 5 views",73520,"Radiologic examination, hips, bilateral, minimum of 2 views of each hip, including anteroposterior view of pelvis"
73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",73530,"Radiologic examination, hip, during operative procedure"
73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",73530,"Radiologic examination, hip, during operative procedure"
73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",73530,"Radiologic examination, hip, during operative procedure"
73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",73540,"Radiologic examination, pelvis and hips, infant or child, minimum of 2 views"
73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",73540,"Radiologic examination, pelvis and hips, infant or child, minimum of 2 views"
73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",73540,"Radiologic examination, pelvis and hips, infant or child, minimum of 2 views"
73551,"Radiologic examination, femur; 1 view",73550,"Radiologic examination, femur, 2 views"
73552,"Radiologic examination, femur; minimum 2 views",73550,"Radiologic examination, femur, 2 views"
47531,"Injection procedure for cholangiography, percutaneous, complete diagnostic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation; existing access",74305,"Cholangiography and/or pancreatography; through existing catheter, radiological supervision and interpretation"
47532,"Injection procedure for cholangiography, percutaneous, complete diagnostic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation; new access (eg, percutaneous transhepatic cholangiogram)",74320,"Cholangiography, percutaneous, transhepatic, radiological supervision and interpretation"
47544,"Removal of calculi/debris from biliary duct(s) and/or gallbladder, percutaneous, including destruction of calculi by any method (eg, mechanical, electrohydraulic, lithotripsy) when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",74327,"Postoperative biliary duct calculus removal, percutaneous via T-tube tract, basket, or snare (eg, Burhenne technique), radiological supervision and interpretation"
47542,"Balloon dilation of biliary duct(s) or of ampulla (sphincteroplasty), percutaneous, including imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation, each duct (List separately in addition to code for primary procedure)",74363,"Percutaneous transhepatic dilation of biliary duct stricture with or without placement of stent, radiological supervision and interpretation"
47543,"Endoluminal biopsy(ies) of biliary tree, percutaneous, any method(s) (eg, brush, forceps, and/or needle), including imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation, single or multiple (List separately in addition to code for primary procedure)",74363,"Percutaneous transhepatic dilation of biliary duct stricture with or without placement of stent, radiological supervision and interpretation"
50430,"Injection procedure for antegrade nephrostogram and/or ureterogram, complete diagnostic procedure including imaging guidance (eg, ultrasound and fluoroscopy) and all associated radiological supervision and interpretation; new access",74425,"Urography, antegrade (pyelostogram, nephrostogram, loopogram), radiological supervision and interpretation"
50431,"Injection procedure for antegrade nephrostogram and/or ureterogram, complete diagnostic procedure including imaging guidance (eg, ultrasound and fluoroscopy) and all associated radiological supervision and interpretation; existing access",74425,"Urography, antegrade (pyelostogram, nephrostogram, loopogram), radiological supervision and interpretation"
50432,"Placement of nephrostomy catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50433,"Placement of nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, new access",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50434,"Convert nephrostomy catheter to nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, via pre-existing nephrostomy tract",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50435,"Exchange nephrostomy catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50606,"Endoluminal biopsy of ureter and/or renal pelvis, non-endoscopic, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50693,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; pre-existing nephrostomy tract",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50694,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; new access, without separate nephrostomy catheter",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50695,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; new access, with separate nephrostomy catheter",74475,"Introduction of intracatheter or catheter into renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50432,"Placement of nephrostomy catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50433,"Placement of nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, new access",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50434,"Convert nephrostomy catheter to nephroureteral catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation, via pre-existing nephrostomy tract",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50435,"Exchange nephrostomy catheter, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50606,"Endoluminal biopsy of ureter and/or renal pelvis, non-endoscopic, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50693,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; pre-existing nephrostomy tract",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50694,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; new access, without separate nephrostomy catheter",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50695,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; new access, with separate nephrostomy catheter",74480,"Introduction of ureteral catheter or stent into ureter through renal pelvis for drainage and/or injection, percutaneous, radiological supervision and interpretation"
50705,"Ureteral embolization or occlusion, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",74485,"Dilation of ureter(s) or urethra, radiological supervision and interpretation"
50706,"Balloon dilation, ureteral stricture, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",74485,"Dilation of ureter(s) or urethra, radiological supervision and interpretation"
61650,"Endovascular intracranial prolonged administration of pharmacologic agent(s) other than for thrombolysis, arterial, including catheter placement, diagnostic angiography, and imaging guidance; initial vascular territory",75896,"Transcatheter therapy, infusion, other than for thrombolysis, radiological supervision and interpretation"
61651,"Endovascular intracranial prolonged administration of pharmacologic agent(s) other than for thrombolysis, arterial, including catheter placement, diagnostic angiography, and imaging guidance; each additional vascular territory (List separately in addition to code for primary procedure)",75896,"Transcatheter therapy, infusion, other than for thrombolysis, radiological supervision and interpretation"
37252,"Intravascular ultrasound (noncoronary vessel) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation; initial noncoronary vessel (List separately in addition to code for primary procedure)",75945,"Intravascular ultrasound (non-coronary vessel), radiological supervision and interpretation; initial vessel"
37253,"Intravascular ultrasound (noncoronary vessel) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation; each additional noncoronary vessel (List separately in addition to code for primary procedure)",75946,"Intravascular ultrasound (non-coronary vessel), radiological supervision and interpretation; each additional non-coronary vessel (List separately in addition to code for primary procedure)"
47533,"Placement of biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; external",75980,"Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation"
47534,"Placement of biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; internal-external",75980,"Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation"
47535,"Conversion of external biliary drainage catheter to internal-external biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",75980,"Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation"
47536,"Exchange of biliary drainage catheter (eg, external, internal-external, or conversion of internal-external to external only), percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",75980,"Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation"
47537,"Removal of biliary drainage catheter, percutaneous, requiring fluoroscopic guidance (eg, with concurrent indwelling biliary stents), including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",75980,"Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation"
47541,"Placement of access through the biliary tree and into small bowel to assist with an endoscopic biliary procedure (eg, rendezvous procedure), percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation, new access",75980,"Percutaneous transhepatic biliary drainage with contrast monitoring, radiological supervision and interpretation"
47533,"Placement of biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; external",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47534,"Placement of biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; internal-external",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47535,"Conversion of external biliary drainage catheter to internal-external biliary drainage catheter, percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47536,"Exchange of biliary drainage catheter (eg, external, internal-external, or conversion of internal-external to external only), percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47537,"Removal of biliary drainage catheter, percutaneous, requiring fluoroscopic guidance (eg, with concurrent indwelling biliary stents), including diagnostic cholangiography when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47538,"Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholangiography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) when performed, and all associated radiological supervision and interpretation; existing access",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47539,"Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholangiography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) when performed, and all associated radiological supervision and interpretation; new access, without placement of separate biliary drainage catheter",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47540,"Placement of stent(s) into a bile duct, percutaneous, including diagnostic cholangiography, imaging guidance (eg, fluoroscopy and/or ultrasound), balloon dilation, catheter exchange(s) and catheter removal(s) when performed, and all associated radiological supervision and interpretation; new access, with placement of separate biliary drainage catheter (eg, external or internal-external)",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
47541,"Placement of access through the biliary tree and into small bowel to assist with an endoscopic biliary procedure (eg, rendezvous procedure), percutaneous, including diagnostic cholangiography when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation, new access",75982,"Percutaneous placement of drainage catheter for combined internal and external biliary drainage or of a drainage stent for internal biliary drainage in patients with an inoperable mechanical biliary obstruction, radiological supervision and interpretation"
61645,"Percutaneous arterial transluminal mechanical thrombectomy and/or infusion for thrombolysis, intracranial, any method, including diagnostic angiography, fluoroscopic guidance, catheter placement, and intraprocedural pharmacological thrombolytic injection(s)",76000,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
64461,"Paravertebral block (PVB) (paraspinous block), thoracic; single injection site (includes imaging guidance, when performed)",76000,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
64462,"Paravertebral block (PVB) (paraspinous block), thoracic; second and any additional injection site(s) (includes imaging guidance, when performed) (List separately in addition to code for primary procedure)",76000,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
64463,"Paravertebral block (PVB) (paraspinous block), thoracic; continuous infusion by catheter (includes imaging guidance, when performed)",76000,"Fluoroscopy (separate procedure), up to 1 hour physician or other qualified health care professional time"
61645,"Percutaneous arterial transluminal mechanical thrombectomy and/or infusion for thrombolysis, intracranial, any method, including diagnostic angiography, fluoroscopic guidance, catheter placement, and intraprocedural pharmacological thrombolytic injection(s)",76001,"Fluoroscopy, physician or other qualified health care professional time more than 1 hour, assisting a nonradiologic physician or other qualified health care professional (eg, nephrostolithotomy, ERCP, bronchoscopy, transbronchial biopsy)"
0402T,Collagen cross-linking of cornea (including removal of the corneal epithelium and intraoperative pachymetry when performed),76514,"Ophthalmic ultrasound, diagnostic; corneal pachymetry, unilateral or bilateral (determination of corneal thickness)"
10035,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; first lesion",76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation"
10036,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; each additional lesion (List separately in addition to code for primary procedure)",76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation"
49185,"Sclerotherapy of a fluid collection (eg, lymphocele, cyst, or seroma), percutaneous, including contrast injection(s), sclerosant injection(s), diagnostic study, imaging guidance (eg, ultrasound, fluoroscopy) and radiological supervision and interpretation when performed",76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation"
10035,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; first lesion",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
10036,"Placement of soft tissue localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous, including imaging guidance; each additional lesion (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
47542,"Balloon dilation of biliary duct(s) or of ampulla (sphincteroplasty), percutaneous, including imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation, each duct (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
47543,"Endoluminal biopsy(ies) of biliary tree, percutaneous, any method(s) (eg, brush, forceps, and/or needle), including imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation, single or multiple (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
47544,"Removal of calculi/debris from biliary duct(s) and/or gallbladder, percutaneous, including destruction of calculi by any method (eg, mechanical, electrohydraulic, lithotripsy) when performed, imaging guidance (eg, fluoroscopy), and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",77002,"Fluoroscopic guidance for needle placement (eg, biopsy, aspiration, injection, localization device) (List separately in addition to code for primary procedure)"
