NewCode,NewCodeDesc,SameSimCode,CPTDesc,Accuracy,Comments
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",0037U,"Targeted genomic sequence analysis, solid organ neoplasm, DNA analysis of 324 genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden",29.63501914,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",S3818,COMPLETE GENE SEQUENCE ANALYSIS; BRCA1 GENE,29.49272065,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",87904,"Infectious agent phenotype analysis by nucleic acid (DNA or RNA) with drug resistance tissue culture analysis, HIV 1; each additional drug tested (List separately in addition to code for primary procedure)",29.48024194,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",S3819,COMPLETE GENE SEQUENCE ANALYSIS; BRCA2 GENE,29.44152943,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",S3828,COMPLETE GENE SEQUENCE ANALYSIS; MLH1 GENE,29.19725664,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",S3829,COMPLETE GENE SEQUENCE ANALYSIS; MSH2 GENE,29.12297,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",0008U,"Helicobacter pylori detection and antibiotic resistance, DNA, 16S and 23S rRNA, gyrA, pbp1, rdxA and rpoB, next generation sequencing, formalin-fixed paraffin-embedded or fresh tissue or fecal sample, predictive, reported as positive or negative for resistance to clarithromycin, fluoroquinolones, metronidazole, amoxicillin, tetracycline, and rifabutin",29.02856674,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",0004U,"Infectious disease (bacterial), DNA, 27 resistance genes, PCR amplification and probe hybridization in microarray format (molecular detection and identification of AmpC, carbapenemase and ESBL coding genes), bacterial culture colonies, report of genes detected or not detected, per isolate",28.0133741,Present in Autoproposal
0112U,"Infectious agent detection and identification, targeted sequence analysis (16S and 18S rRNA genes) with drug- resistance gene",0076U,"CYP2D6 (cytochrome P450, family 2, subfamily D, polypeptide 6) (eg, drug metabolism) gene analysis, targeted sequence analysis (ie, 3? gene duplication/ multiplication) (List separately in addition to code for primary procedure)",27.66864814,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",0005U,"Oncology (prostate) gene expression profile by real-time RT-PCR of 3 genes (ERG, PCA3, and SPDEF), urine, algorithm reported as risk score",47.26099091,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",81539,"Oncology (high-grade prostate cancer), biochemical assay of four proteins (Total PSA, Free PSA, Intact PSA, and human kallikrein-2 [hK2]), utilizing plasma or serum, prognostic algorithm reported as a probability score",33.74053267,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",0010M,"Oncology (High-Grade Prostate Cancer), biochemical assay of four proteins (Total PSA, Free PSA, Intact PSA and human kallikrein 2 [hK2]) plus patient age, digital rectal examination status, and no history of positive prostate biopsy, utilizing plasma, prognostic algorithm reported as a probability score",31.3127415,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",81500,"Oncology (ovarian), biochemical assays of two proteins (CA-125 and HE4), utilizing serum, with menopausal status, algorithm reported as a risk score",26.6327681,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",S3721,PROSTATE CANCER ANTIGEN 3 (PCA3) TESTING,24.69109646,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",0047U,"Oncology (prostate), mRNA, gene expression profiling by real-time RT-PCR of 17 genes (12 content and 5 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a risk score",24.33013286,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",81503,"Oncology (ovarian), biochemical assays of five proteins (CA-125, apolipoprotein A1, beta-2 microglobulin, transferrin, and pre-albumin), utilizing serum, algorithm reported as a risk score",23.55450626,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",0021U,"Oncology (prostate), detection of 8 autoantibodies (ARF 6, NKX3-1, 5-UTR-BMI1, CEP 164, 3-UTR-Ropporin, Desmocollin, AURKAIP-1, CSNK2A2), multiplexed immunoassay and flow cytometry serum, algorithm reported as risk score",22.75457283,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",3268F,"Prostate-specific antigen (PSA), and primary tumor (T) stage, and Gleason score documented prior to initiation of treatment (PRCA)",22.50632654,Present in Autoproposal
0113U,"Oncology (prostate), measurement of PCA3 and TMPRSS2-ERG in urine and PSA in serum following prostatic massage, by RNA amplification and fluorescence- based detection, algorithm reported as risk score",81541,"Oncology (prostate), mRNA gene expression profiling by real-time RT-PCR of 46 genes (31 content and 15 housekeeping), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a disease-specific mortality risk score",22.18560459,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",43499,"Unlisted procedure, esophagus",36.98183037,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",74220,Radiologic examination; esophagus,35.33452705,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",43401,"Transection of esophagus with repair, for esophageal varices",34.83725765,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",43289,"Unlisted laparoscopy procedure, esophagus",31.8554701,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",500,Anesthesia for all procedures on esophagus,31.6097974,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",91299,Unlisted diagnostic gastroenterology procedure,29.88156775,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",91032,"ESOPHAGUS, ACID REFLUX TEST",27.88143213,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",74210,Radiologic examination; pharynx and/or cervical esophagus,26.61925265,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",81551,"Oncology (prostate), promoter methylation profiling by real-time PCR of 3 genes (GSTP1, APC, RASSF1), utilizing formalin-fixed paraffin-embedded tissue, algorithm reported as a likelihood of prostate cancer detection on repeat biopsy",25.87318628,Present in Autoproposal
0114U,"Gastroenterology (Barrettâs esophagus), VIM and CCNA1 methylation analysis, esophageal cells, algorithm reported as likelihood for Barrettâs esophagus",0092U,"Oncology (lung), three protein biomarkers, immunoassay using magnetic nanosensor technology, plasma, algorithm reported as risk score for likelihood of malignancy",25.67535798,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87505,"Infectious agent detection by nucleic acid (DNA or RNA); gastrointestinal pathogen (eg, Clostridium difficile, E. coli, Salmonella, Shigella, norovirus, Giardia), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 3-5 targets",53.54509206,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87506,"Infectious agent detection by nucleic acid (DNA or RNA); gastrointestinal pathogen (eg, Clostridium difficile, E. coli, Salmonella, Shigella, norovirus, Giardia), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 6-11 targets",52.86055109,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87507,"Infectious agent detection by nucleic acid (DNA or RNA); gastrointestinal pathogen (eg, Clostridium difficile, E. coli, Salmonella, Shigella, norovirus, Giardia), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",52.52697858,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87521,"Infectious agent detection by nucleic acid (DNA or RNA); hepatitis C, amplified probe technique, includes reverse transcription when performed",51.56898497,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87535,"Infectious agent detection by nucleic acid (DNA or RNA); HIV-1, amplified probe technique, includes reverse transcription when performed",51.31456705,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87538,"Infectious agent detection by nucleic acid (DNA or RNA); HIV-2, amplified probe technique, includes reverse transcription when performed",51.31456705,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87498,"Infectious agent detection by nucleic acid (DNA or RNA); enterovirus, amplified probe technique, includes reverse transcription when performed",50.05473261,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87631,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 3-5 targets",49.6056561,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87632,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 6-11 targets",49.15087172,Present in Autoproposal
0115U,"Respiratory infectious agent detection by nucleic acid (DNA and RNA), 18 viral types and subtypes and 2 bacterial targets, amplified probe technique, including multiplex reverse transcription for RNA targets, each analyte reported as detected or not detected",87633,"Infectious agent detection by nucleic acid (DNA or RNA); respiratory virus (eg, adenovirus, influenza virus, coronavirus, metapneumovirus, parainfluenza virus, respiratory syncytial virus, rhinovirus), includes multiplex reverse transcription, when performed, and multiplex amplified probe technique, multiple types or subtypes, 12-25 targets",48.92744715,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",0051U,"Prescription drug monitoring, evaluation of drugs present by LC-MS/MS, urine, 31 drug panel, reported as quantitative results, detected or not detected, per date of service",50.35618082,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",0093U,"Prescription drug monitoring, evaluation of 65 common drugs by LC-MS/MS, urine, each drug reported detected or not detected",49.77416536,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",0011U,"Prescription drug monitoring, evaluation of drugs present by LC-MS/MS, using oral fluid, reported as a comparison to an estimated steady-state range, per date of service including all drug compounds and metabolites",49.17802413,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",82542,"Column chromatography, includes mass spectrometry, if performed (eg, HPLC, LC, LC/MS, LC/MS-MS, GC, GC/MS-MS, GC/MS, HPLC/MS), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",39.03747178,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",80307,"Drug test(s), presumptive, any number of drug classes, any number of devices or procedures; by instrument chemistry analyzers (eg, utilizing immunoassay [eg, EIA, ELISA, EMIT, FPIA, IA, KIMS, RIA]), chromatography (eg, GC, HPLC), and mass spectrometry either with or without chromatography, (eg, DART, DESI, GC-MS, GC-MS/MS, LC-MS, LC-MS/MS, LDTD, MALDI, TOF) includes sample validation when performed, per date of service",35.75860967,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",0082U,"Drug test(s), definitive, 90 or more drugs or substances, definitive chromatography with mass spectrometry, and presumptive, any number of drug classes, by instrument chemistry analyzer (utilizing immunoassay), urine, report of presence or absence of each drug, drug metabolite or substance with description and severity of significant interactions per date of service",33.0377991,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",G0659,"DRUG TEST(S), DEFINITIVE, UTILIZING DRUG IDENTIFICATION METHODS ABLE TO IDENTIFY INDIVIDUAL DRUGS AND DISTINGUISH BETWEEN STRUCTURAL ISOMERS (BUT NOT NECESSARILY STEREOISOMERS), INCLUDING BUT NOT LIMITED TO GC/MS (ANY TYPE, SINGLE OR TANDEM) AND LC/MS (ANY TYPE, SINGLE OR TANDEM), EXCLUDING IMMUNOASSAYS (E.G., IA, EIA, ELISA, EMIT, FPIA) AND ENZYMATIC METHODS (E.G., ALCOHOL DEHYDROGENASE), PERFORMED WITHOUT METHOD OR DRUG-SPECIFIC CALIBRATION, WITHOUT MATRIX-MATCHED QUALITY CONTROL MATERIAL, OR WITHOUT USE OF STABLE ISOTOPE OR OTHER UNIVERSALLY RECOGNIZED INTERNAL STANDARD(S) FOR EACH DRUG, DRUG METABOLITE OR DRUG CLASS PER SPECIMEN; QUALITATIVE OR QUANTITATIVE, ALL SOURCES, INCLUDES SPECIMEN VALIDITY TESTING, PER DAY, ANY NUMBER OF DRUG CLASSES",32.23459916,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",80101,"Drug screen, qualitative; single drug class method (eg, immunoassay, enzyme assay), each drug class",31.8184342,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",83789,"Mass spectrometry and tandem mass spectrometry (eg, MS, MS/MS, MALDI, MS-TOF, QTOF), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",30.28388348,Present in Autoproposal
0116U,"Prescription drug monitoring, enzyme immunoassay of 35 or more drugs confirmed with LC-MS/MS, oral fluid, algorithm results reported as a patient-
compliance measurement with risk of drug to drug interactions for prescribed medications",K0415,"PRESCRIPTION ANTIEMETIC DRUG, ORAL, PER 1 MG, FOR USE IN CONJUNCTION WITH ORAL ANTI-CANCER DRUG, NOT OTHERWISE SPECIFIED",29.99146416,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",80164,Valproic acid (dipropylacetic acid); total,42.51257488,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",80165,Valproic acid (dipropylacetic acid); free,41.9534784,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",0002U,"Oncology (colorectal), quantitative assessment of three urine metabolites (ascorbic acid, succinic acid and carnitine) by liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring acquisition, algorithm reported as likelihood of adenomatous polyps",41.10668902,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",84060,"Phosphatase, acid; total",35.20979691,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",85475,"Hemolysin, acid",33.87674743,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",84275,Sialic acid,33.87674743,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",J3489,"INJECTION, ZOLEDRONIC ACID, 1 MG",33.004512,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",84550,Uric acid; blood,31.75149715,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",C9115,"INJECTION, ZOLEDRONIC ACID, PER 2 MG",31.57262783,Present in Autoproposal
0117U,"Pain management, analysis of 11 endogenous analytes (methylmalonic acid, xanthurenic acid, homocysteine, pyroglutamic acid, vanilmandelate, 5-
hydroxyindoleacetic acid, hydroxymethylglutarate, ethylmalonate, 3- hydroxypropyl mercapturic acid (3-HPMA), quinolinic acid, kynurenic acid), LC- MS/MS, urine, algorithm reported as a pain-index score with likelihood of atypical biochemical function associated with pain",83864,"Mucopolysaccharides, acid, quantitative",31.00504696,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",S2142,"CORD BLOOD-DERIVED STEM-CELL TRANSPLANTATION, ALLOGENEIC",30.48833164,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",0012U,"Germline disorders, gene rearrangement detection by whole genome next-generation sequencing, DNA, whole blood, report of specific gene rearrangement(s)",30.47584461,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",0060U,"Twin zygosity, genomic targeted sequence analysis of chromosome 2, using circulating cell-free fetal DNA in maternal blood",28.82847562,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",0055U,"Cardiology (heart transplant), cell-free DNA, PCR assay of 96 DNA target sequences (94 single nucleotide polymorphism targets and two control targets), plasma",28.12354813,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",0014U,"Hematology (hematolymphoid neoplasia), gene rearrangement detection by whole genome next-generation sequencing, DNA, whole blood or bone marrow, report of specific gene rearrangement(s)",28.1128859,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",38204,Management of recipient hematopoietic progenitor cell donor search and cell acquisition,27.25090567,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",88182,"Flow cytometry, cell cycle or DNA analysis",26.90652595,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",36520,PLASMA AND/OR CELL EXCHANGE,26.53001719,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",D4271,FREE SOFT TISSUE GRAFT PROCEDURE (INCLUDING DONOR SITE SURGERY),26.47334384,Present in Autoproposal
0118U,"Transplantation medicine, quantification of donor-derived cell-free DNA using whole genome next-generation sequencing, plasma, reported as percentage of donor- derived cell-free DNA in the total cell-free DNA",0056U,"Hematology (acute myelogenous leukemia), DNA, whole genome next-generation sequencing to detect gene rearrangement(s), blood or bone marrow, report of specific gene rearrangement(s)",26.42653574,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",0025U,"Tenofovir, by liquid chromatography with tandem mass spectrometry (LC-MS/MS), urine, quantitative",38.66673264,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",83788,"Mass spectrometry and tandem mass spectrometry (MS, MS/MS), analyte not elsewhere specified; qualitative, each specimen",31.49025479,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",83789,"Mass spectrometry and tandem mass spectrometry (eg, MS, MS/MS, MALDI, MS-TOF, QTOF), non-drug analyte(s) not elsewhere specified, qualitative or quantitative, each specimen",27.748328,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",0002U,"Oncology (colorectal), quantitative assessment of three urine metabolites (ascorbic acid, succinic acid and carnitine) by liquid chromatography with tandem mass spectrometry (LC-MS/MS) using multiple reaction monitoring acquisition, algorithm reported as likelihood of adenomatous polyps",24.84945643,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",0054U,"Prescription drug monitoring, 14 or more classes of drugs and substances, definitive tandem mass spectrometry with chromatography, capillary blood, quantitative report with therapeutic and toxic ranges, including steady-state range for the prescribed dose when detected, per date of service",24.61420782,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",81595,"Cardiology (heart transplant), mRNA, gene expression profiling by real-time quantitative PCR of 20 genes (11 content and 9 housekeeping), utilizing subfraction of peripheral blood, algorithm reported as a rejection risk score",21.99794915,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",83051,Hemoglobin; plasma,18.58425437,Present in Autoproposal
0119U,"Cardiology, ceramides by liquid chromatographyâtandem mass spectrometry, plasma, quantitative report with risk score for major cardiovascular events",93799,Unlisted cardiovascular service or procedure,18.24080884,Present in Autoproposal
